Node Type,Relation Name,Plan Rows,Actual Rows,Join Index,Query Name,Startup Cost,Total Cost,Actual Startup Time,Actual Total Time,outer_rel,inner_rel,outer_est,inner_est,outer_act,inner_act
Seq Scan,info_type,1,1,,./JOB-queries/33c.sql,0.0,2.41,0.005,0.006,,,,,,
Seq Scan,info_type,1,1,,./JOB-queries/33c.sql,0.0,2.41,0.005,0.005,,,,,,
Nested Loop,,1,1,3.0,./JOB-queries/33c.sql,0.0,4.83,0.01,0.011,info_type,info_type,1.0,1.0,1.0,1.0
Hash,,1,1,,./JOB-queries/33c.sql,4.83,4.83,0.012,0.013,,,1.0,,1.0,
Hash Join,,134,2064,4.0,./JOB-queries/33c.sql,874.01,3104.25,10.167,25.799,,,15117.0,1.0,6192.0,1.0
Index Scan,title,1,1,,./JOB-queries/33c.sql,0.43,0.58,0.041,0.041,,,,,,
Nested Loop,,134,2064,5.0,./JOB-queries/33c.sql,874.44,3183.37,10.343,110.002,,title,134.0,1.0,2064.0,1.0
Seq Scan,kind_type,2,2,,./JOB-queries/33c.sql,0.0,1.09,0.003,0.004,,,,,,
Hash,,2,2,,./JOB-queries/33c.sql,1.09,1.09,0.006,0.006,kind_type,,2.0,,2.0,
Hash Join,,38,2064,6.0,./JOB-queries/33c.sql,875.55,3185.05,10.355,110.229,,,134.0,2.0,2064.0,2.0
Index Scan,movie_info_idx,1,1,,./JOB-queries/33c.sql,0.43,1.91,0.062,0.063,,,,,,
Nested Loop,,1,41,7.0,./JOB-queries/33c.sql,875.98,3258.27,41.098,239.792,,movie_info_idx,38.0,1.0,2064.0,1.0
Index Scan,title,1,1,,./JOB-queries/33c.sql,0.43,0.72,0.151,0.151,,,,,,
Nested Loop,,1,27,8.0,./JOB-queries/33c.sql,876.41,3259.0,41.11,245.976,,title,1.0,1.0,41.0,1.0
Index Scan,kind_type,1,1,,./JOB-queries/33c.sql,0.13,0.15,0.001,0.001,,,,,,
Nested Loop,,1,19,9.0,./JOB-queries/33c.sql,876.54,3259.17,49.486,246.001,,kind_type,1.0,1.0,27.0,1.0
Index Scan,movie_companies,5,3,,./JOB-queries/33c.sql,0.43,0.56,0.046,0.104,,,,,,
Nested Loop,,1,51,10.0,./JOB-queries/33c.sql,876.97,3259.78,49.607,247.976,,movie_companies,1.0,5.0,19.0,3.0
Index Scan,company_name,1,1,,./JOB-queries/33c.sql,0.42,0.45,0.002,0.002,,,,,,
Nested Loop,,1,46,11.0,./JOB-queries/33c.sql,877.39,3260.22,49.616,248.079,,company_name,1.0,1.0,51.0,1.0
Index Scan,movie_companies,5,2,,./JOB-queries/33c.sql,0.43,0.61,0.069,0.086,,,,,,
Nested Loop,,1,114,12.0,./JOB-queries/33c.sql,877.82,3260.88,50.063,252.049,,movie_companies,1.0,5.0,46.0,2.0
Index Scan,company_name,1,1,,./JOB-queries/33c.sql,0.42,0.44,0.001,0.001,,,,,,
Nested Loop,,1,114,13.0,./JOB-queries/33c.sql,878.24,3261.32,50.069,252.202,,company_name,1.0,1.0,114.0,1.0
Aggregate,,1,1,,./JOB-queries/33c.sql,3261.34,3261.35,252.471,252.474,,,1.0,,114.0,
Index Scan,keyword,3,2,,./JOB-queries/25c.sql,0.42,4874.69,0.441,60.537,,,,,,
Bitmap Index Scan,,303,10959,,./JOB-queries/25c.sql,0.0,6.71,2.042,2.043,,,,,,
Bitmap Heap Scan,movie_keyword,303,10959,,./JOB-queries/25c.sql,6.78,1079.34,3.132,1084.069,,,303.0,,10959.0,
Nested Loop,,98,25571,1.0,./JOB-queries/25c.sql,7.2,8121.78,3.714,2592.278,keyword,movie_keyword,3.0,303.0,2.0,10959.0
Index Scan,movie_info_idx,3,2,,./JOB-queries/25c.sql,0.43,0.75,0.035,0.036,,,,,,
Nested Loop,,298,63896,2.0,./JOB-queries/25c.sql,7.63,8198.7,3.723,3518.724,,movie_info_idx,98.0,3.0,25571.0,2.0
Seq Scan,info_type,1,1,,./JOB-queries/25c.sql,0.0,2.41,0.018,0.018,,,,,,
Hash,,1,1,,./JOB-queries/25c.sql,2.41,2.41,0.021,0.024,info_type,,1.0,,1.0,
Hash Join,,2,21234,3.0,./JOB-queries/25c.sql,10.05,8201.94,3.757,3525.799,,,298.0,1.0,63896.0,1.0
Index Scan,movie_info,1,1,,./JOB-queries/25c.sql,0.43,11.43,1.55,1.58,,,,,,
Nested Loop,,1,22577,4.0,./JOB-queries/25c.sql,10.49,8224.83,5.492,37072.518,,movie_info,2.0,1.0,21234.0,1.0
Index Scan,info_type,1,0,,./JOB-queries/25c.sql,0.14,0.16,0.004,0.004,,,,,,
Memoize,,1,1,,./JOB-queries/25c.sql,0.15,0.17,0.0,0.0,info_type,,1.0,,0.0,
Nested Loop,,1,21129,5.0,./JOB-queries/25c.sql,10.64,8225.02,5.5,37080.642,,,1.0,1.0,22577.0,1.0
Gather,,1,63386,,./JOB-queries/25c.sql,1010.64,9225.12,4.876,20965.178,,,1.0,,21129.0,
Index Scan,cast_info,1,1,,./JOB-queries/25c.sql,0.44,15.59,6.184,7.548,,,,,,
Nested Loop,,1,42900,6.0,./JOB-queries/25c.sql,1011.08,9240.72,31.166,499406.289,,cast_info,1.0,1.0,63386.0,1.0
Index Scan,name,1,1,,./JOB-queries/25c.sql,0.43,1.09,0.44,0.44,,,,,,
Nested Loop,,1,26153,7.0,./JOB-queries/25c.sql,1011.51,9241.81,32.348,518305.028,,name,1.0,1.0,42900.0,1.0
Index Scan,title,1,1,,./JOB-queries/25c.sql,0.43,0.84,0.169,0.169,,,,,,
Nested Loop,,1,26153,8.0,./JOB-queries/25c.sql,1011.94,9242.66,32.475,522748.244,,title,1.0,1.0,26153.0,1.0
Aggregate,,1,1,,./JOB-queries/25c.sql,9242.67,9242.68,522816.71,522817.501,,,1.0,,26153.0,
Seq Scan,info_type,1,1,,./JOB-queries/29a.sql,0.0,2.41,0.005,0.01,,,,,,
Seq Scan,comp_cast_type,1,1,,./JOB-queries/29a.sql,0.0,1.05,0.002,0.002,,,,,,
Seq Scan,comp_cast_type,1,1,,./JOB-queries/29a.sql,0.0,1.05,0.001,0.002,,,,,,
Seq Scan,keyword,1,1,,./JOB-queries/29a.sql,0.0,2626.12,0.019,14.737,,,,,,
Bitmap Index Scan,,303,414,,./JOB-queries/29a.sql,0.0,6.71,0.312,0.312,,,,,,
Bitmap Heap Scan,movie_keyword,303,414,,./JOB-queries/29a.sql,6.78,1117.89,0.709,85.459,,,303.0,,414.0,
Nested Loop,,34,414,1.0,./JOB-queries/29a.sql,6.78,3747.04,0.729,100.234,keyword,movie_keyword,1.0,303.0,1.0,414.0
Index Scan,title,1,0,,./JOB-queries/29a.sql,0.43,2.14,0.64,0.64,,,,,,
Nested Loop,,1,1,2.0,./JOB-queries/29a.sql,7.21,3820.21,272.484,365.185,,title,34.0,1.0,414.0,0.0
Index Scan,cast_info,1,38,,./JOB-queries/29a.sql,0.44,38.76,0.811,43.189,,,,,,
Nested Loop,,1,38,3.0,./JOB-queries/29a.sql,7.65,3858.98,273.297,408.383,,cast_info,1.0,1.0,1.0,38.0
Index Scan,name,1,0,,./JOB-queries/29a.sql,0.43,2.35,0.52,0.52,,,,,,
Nested Loop,,1,1,4.0,./JOB-queries/29a.sql,8.08,3861.34,290.743,428.14,,name,1.0,1.0,38.0,0.0
Index Scan,movie_companies,5,22,,./JOB-queries/29a.sql,0.43,4.72,0.893,1.065,,,,,,
Nested Loop,,1,22,5.0,./JOB-queries/29a.sql,8.51,3866.12,291.64,429.214,,movie_companies,1.0,5.0,1.0,22.0
Index Scan,company_name,1,0,,./JOB-queries/29a.sql,0.42,2.03,0.376,0.376,,,,,,
Nested Loop,,1,5,6.0,./JOB-queries/29a.sql,8.93,3868.15,291.959,437.483,,company_name,1.0,1.0,22.0,0.0
Index Scan,complete_cast,2,1,,./JOB-queries/29a.sql,0.42,2.78,0.065,0.065,,,,,,
Nested Loop,,1,5,7.0,./JOB-queries/29a.sql,9.35,3870.95,292.278,437.813,,complete_cast,1.0,2.0,5.0,1.0
Nested Loop,,1,5,8.0,./JOB-queries/29a.sql,9.35,3872.02,292.281,437.818,comp_cast_type,,1.0,1.0,1.0,5.0
Nested Loop,,1,5,9.0,./JOB-queries/29a.sql,9.35,3873.08,292.284,437.823,comp_cast_type,,1.0,1.0,1.0,5.0
Seq Scan,role_type,1,1,,./JOB-queries/29a.sql,0.0,1.15,0.002,0.002,,,,,,
Nested Loop,,1,5,10.0,./JOB-queries/29a.sql,9.35,3874.24,292.291,437.838,,role_type,1.0,1.0,5.0,1.0
Index Scan,movie_info,1,2,,./JOB-queries/29a.sql,0.43,36.96,0.724,2.228,,,,,,
Nested Loop,,1,10,11.0,./JOB-queries/29a.sql,9.79,3911.21,295.891,448.983,,movie_info,1.0,1.0,5.0,2.0
Index Scan,person_info,25,163,,./JOB-queries/29a.sql,0.43,18.94,0.13,0.235,,,,,,
Nested Loop,,1,1630,12.0,./JOB-queries/29a.sql,10.22,3930.47,297.179,451.441,,person_info,1.0,25.0,10.0,163.0
Nested Loop,,1,540,13.0,./JOB-queries/29a.sql,10.22,3932.89,297.3,451.506,info_type,,1.0,1.0,1.0,1630.0
Seq Scan,info_type,1,1,,./JOB-queries/29a.sql,0.0,2.41,0.001,0.001,,,,,,
Nested Loop,,1,540,14.0,./JOB-queries/29a.sql,10.22,3935.32,297.306,452.471,,info_type,1.0,1.0,540.0,1.0
Index Only Scan,aka_name,2,3,,./JOB-queries/29a.sql,0.42,1.26,0.001,0.001,,,,,,
Nested Loop,,1,1620,15.0,./JOB-queries/29a.sql,10.64,3936.6,297.564,453.162,,aka_name,1.0,2.0,540.0,3.0
Index Scan,char_name,1,1,,./JOB-queries/29a.sql,0.43,2.26,0.001,0.001,,,,,,
Nested Loop,,1,1620,16.0,./JOB-queries/29a.sql,11.07,3940.69,298.545,455.162,,char_name,1.0,1.0,1620.0,1.0
Aggregate,,1,1,,./JOB-queries/29a.sql,3940.69,3940.7,455.307,455.31,,,1.0,,1620.0,
Index Scan,keyword,2,2,,./JOB-queries/25b.sql,0.42,4734.93,0.522,34.806,,,,,,
Bitmap Index Scan,,303,12419,,./JOB-queries/25b.sql,0.0,6.71,2.138,2.139,,,,,,
Bitmap Heap Scan,movie_keyword,303,12419,,./JOB-queries/25b.sql,6.78,1089.86,3.03,1030.629,,,303.0,,12419.0,
Nested Loop,,70,20699,1.0,./JOB-queries/25b.sql,7.2,6920.7,3.853,1754.162,keyword,movie_keyword,2.0,303.0,2.0,12419.0
Index Scan,movie_info_idx,3,2,,./JOB-queries/25b.sql,0.43,0.75,0.021,0.021,,,,,,
Nested Loop,,213,50907,2.0,./JOB-queries/25b.sql,7.63,6975.65,4.041,2197.213,,movie_info_idx,70.0,3.0,20699.0,2.0
Seq Scan,info_type,1,1,,./JOB-queries/25b.sql,0.0,2.41,0.016,0.017,,,,,,
Hash,,1,1,,./JOB-queries/25b.sql,2.41,2.41,0.019,0.02,info_type,,1.0,,1.0,
Hash Join,,2,16920,3.0,./JOB-queries/25b.sql,10.05,6978.65,4.088,2202.497,,,213.0,1.0,50907.0,1.0
Index Scan,title,1,0,,./JOB-queries/25b.sql,0.43,0.84,0.117,0.117,,,,,,
Nested Loop,,1,3,4.0,./JOB-queries/25b.sql,10.48,6980.36,3254.689,4190.197,,title,2.0,1.0,16920.0,0.0
Gather,,1,9,,./JOB-queries/25b.sql,1010.48,7980.46,3197.374,5814.933,,,1.0,,3.0,
Index Scan,cast_info,1,1,,./JOB-queries/25b.sql,0.44,15.59,4.272,4.652,,,,,,
Nested Loop,,1,6,5.0,./JOB-queries/25b.sql,1010.92,7996.06,5836.514,5856.831,,cast_info,1.0,1.0,9.0,1.0
Index Scan,movie_info,1,1,,./JOB-queries/25b.sql,0.43,11.23,1.127,1.127,,,,,,
Nested Loop,,1,6,6.0,./JOB-queries/25b.sql,1011.36,8007.31,5841.342,5863.616,,movie_info,1.0,1.0,6.0,1.0
Index Scan,info_type,1,1,,./JOB-queries/25b.sql,0.14,0.16,0.049,0.049,,,,,,
Nested Loop,,1,6,7.0,./JOB-queries/25b.sql,1011.5,8007.49,5841.645,5863.922,,info_type,1.0,1.0,6.0,1.0
Index Scan,name,1,1,,./JOB-queries/25b.sql,0.43,1.09,0.428,0.428,,,,,,
Nested Loop,,1,6,8.0,./JOB-queries/25b.sql,1011.93,8008.58,5843.104,5866.499,,name,1.0,1.0,6.0,1.0
Aggregate,,1,1,,./JOB-queries/25b.sql,8008.59,8008.6,5866.554,5866.615,,,1.0,,6.0,
Index Scan,info_type,1,1,,./JOB-queries/33b.sql,0.14,14.12,0.009,0.01,,,,,,
Index Scan,movie_info_idx,1380035,63901,,./JOB-queries/33b.sql,0.43,39730.0,0.144,19.873,,,,,,
Seq Scan,link_type,1,2,,./JOB-queries/33b.sql,0.0,1.23,0.003,0.007,,,,,,
Bitmap Index Scan,,1875,1158,,./JOB-queries/33b.sql,0.0,22.35,0.103,0.103,,,,,,
Bitmap Heap Scan,movie_link,1875,1158,,./JOB-queries/33b.sql,22.82,209.26,0.226,10.134,,,1875.0,,1158.0,
Nested Loop,,1666,2315,1.0,./JOB-queries/33b.sql,22.82,229.23,0.404,20.41,link_type,movie_link,1.0,1875.0,2.0,1158.0
Sort,,1666,6443,,./JOB-queries/33b.sql,318.38,322.55,20.587,20.731,,,1666.0,,2315.0,
Merge Join,,5037,6192,2.0,./JOB-queries/33b.sql,318.81,2339.84,20.744,42.706,movie_info_idx,,1380035.0,1666.0,63901.0,6443.0
Seq Scan,info_type,1,1,,./JOB-queries/33b.sql,0.0,2.41,0.006,0.006,,,,,,
Hash,,1,1,,./JOB-queries/33b.sql,2.41,2.41,0.009,0.009,info_type,,1.0,,1.0,
Hash Join,,45,2064,3.0,./JOB-queries/33b.sql,321.23,2355.99,20.758,43.038,,,5037.0,1.0,6192.0,1.0
Nested Loop,,45,2064,4.0,./JOB-queries/33b.sql,321.38,2370.56,20.768,43.137,info_type,,1.0,45.0,1.0,2064.0
Index Scan,movie_info_idx,1,1,,./JOB-queries/33b.sql,0.43,1.91,0.028,0.028,,,,,,
Nested Loop,,1,30,5.0,./JOB-queries/33b.sql,321.8,2457.27,31.952,101.583,,movie_info_idx,45.0,1.0,2064.0,1.0
Index Scan,title,1,0,,./JOB-queries/33b.sql,0.43,0.72,0.19,0.19,,,,,,
Nested Loop,,1,2,6.0,./JOB-queries/33b.sql,322.23,2458.01,32.44,107.301,,title,1.0,1.0,30.0,0.0
Index Scan,movie_companies,5,3,,./JOB-queries/33b.sql,0.43,0.66,0.605,1.094,,,,,,
Nested Loop,,1,6,7.0,./JOB-queries/33b.sql,322.66,2458.73,32.647,109.491,,movie_companies,1.0,5.0,2.0,3.0
Index Scan,company_name,1,1,,./JOB-queries/33b.sql,0.42,0.44,0.364,0.364,,,,,,
Nested Loop,,1,6,8.0,./JOB-queries/33b.sql,323.08,2459.17,32.838,111.676,,company_name,1.0,1.0,6.0,1.0
Index Scan,movie_companies,5,2,,./JOB-queries/33b.sql,0.43,0.59,0.097,0.129,,,,,,
Nested Loop,,5,14,9.0,./JOB-queries/33b.sql,323.51,2459.82,33.063,112.456,,movie_companies,1.0,5.0,6.0,2.0
Index Scan,company_name,1,0,,./JOB-queries/33b.sql,0.42,0.45,0.065,0.065,,,,,,
Nested Loop,,1,4,10.0,./JOB-queries/33b.sql,323.93,2462.05,33.068,113.37,,company_name,5.0,1.0,14.0,0.0
Index Scan,title,1,1,,./JOB-queries/33b.sql,0.43,0.52,0.227,0.227,,,,,,
Nested Loop,,1,4,11.0,./JOB-queries/33b.sql,324.36,2462.58,33.976,114.282,,title,1.0,1.0,4.0,1.0
Index Scan,kind_type,1,1,,./JOB-queries/33b.sql,0.13,0.15,0.004,0.004,,,,,,
Nested Loop,,1,4,12.0,./JOB-queries/33b.sql,324.5,2462.75,33.991,114.301,,kind_type,1.0,1.0,4.0,1.0
Index Scan,kind_type,1,1,,./JOB-queries/33b.sql,0.13,0.15,0.003,0.003,,,,,,
Nested Loop,,1,4,13.0,./JOB-queries/33b.sql,324.63,2462.92,34.003,114.315,,kind_type,1.0,1.0,4.0,1.0
Aggregate,,1,1,,./JOB-queries/33b.sql,2462.94,2462.95,114.327,114.329,,,1.0,,4.0,
Seq Scan,keyword,13,30,,./JOB-queries/3a.sql,0.0,2626.12,0.451,10.437,,,,,,
Bitmap Index Scan,,303,432,,./JOB-queries/3a.sql,0.0,6.71,0.31,0.31,,,,,,
Bitmap Heap Scan,movie_keyword,303,432,,./JOB-queries/3a.sql,6.78,1044.2,0.366,23.988,,,303.0,,432.0,
Nested Loop,,438,12951,1.0,./JOB-queries/3a.sql,6.78,16240.14,3.398,730.97,keyword,movie_keyword,13.0,303.0,30.0,432.0
Index Scan,title,1,0,,./JOB-queries/3a.sql,0.43,0.49,0.081,0.081,,,,,,
Nested Loop,,177,2235,2.0,./JOB-queries/3a.sql,7.21,16454.67,33.32,1784.237,,title,438.0,1.0,12951.0,0.0
Index Scan,movie_info,1,0,,./JOB-queries/3a.sql,0.43,1.69,1.422,1.498,,,,,,
Nested Loop,,67,206,3.0,./JOB-queries/3a.sql,7.65,16756.85,80.143,5131.491,,movie_info,177.0,1.0,2235.0,0.0
Aggregate,,1,1,,./JOB-queries/3a.sql,16757.02,16757.03,5131.766,5131.766,,,67.0,,206.0,
Seq Scan,movie_info_idx,575015,460012,,./JOB-queries/13d.sql,0.0,13685.15,0.238,228.985,,,,,,
Seq Scan,info_type,1,1,,./JOB-queries/13d.sql,0.0,2.41,0.008,0.009,,,,,,
Hash,,1,1,,./JOB-queries/13d.sql,2.41,2.41,0.018,0.019,info_type,,1.0,,1.0,
Hash Join,,5089,153308,1.0,./JOB-queries/13d.sql,2.43,15253.6,0.264,263.208,movie_info_idx,,575015.0,1.0,460012.0,1.0
Index Scan,title,1,1,,./JOB-queries/13d.sql,0.43,0.58,0.011,0.011,,,,,,
Nested Loop,,5089,153303,2.0,./JOB-queries/13d.sql,2.86,18194.65,0.668,1900.397,,title,5089.0,1.0,153308.0,1.0
Seq Scan,kind_type,1,1,,./JOB-queries/13d.sql,0.0,1.09,0.009,0.009,,,,,,
Hash,,1,1,,./JOB-queries/13d.sql,1.09,1.09,0.01,0.011,kind_type,,1.0,,1.0,
Hash Join,,727,69958,3.0,./JOB-queries/13d.sql,3.96,18217.2,1369.042,1912.05,,,5089.0,1.0,153303.0,1.0
Index Scan,movie_companies,5,4,,./JOB-queries/13d.sql,0.43,0.56,0.007,0.011,,,,,,
Nested Loop,,3579,257687,4.0,./JOB-queries/13d.sql,4.39,18657.29,1370.452,2738.937,,movie_companies,727.0,5.0,69958.0,4.0
Seq Scan,company_type,1,1,,./JOB-queries/13d.sql,0.0,1.05,0.008,0.009,,,,,,
Hash,,1,1,,./JOB-queries/13d.sql,1.05,1.05,0.01,0.01,company_type,,1.0,,1.0,
Hash Join,,895,100870,5.0,./JOB-queries/13d.sql,5.45,18677.71,1370.529,2755.863,,,3579.0,1.0,257687.0,1.0
Index Scan,company_name,1,0,,./JOB-queries/13d.sql,0.42,0.45,0.004,0.004,,,,,,
Nested Loop,,321,29098,6.0,./JOB-queries/13d.sql,5.87,19076.83,1374.1,3173.816,,company_name,895.0,1.0,100870.0,0.0
Index Scan,movie_info,40,49,,./JOB-queries/13d.sql,0.43,1.42,0.026,0.209,,,,,,
Nested Loop,,10434,1438832,7.0,./JOB-queries/13d.sql,6.3,19661.32,1374.968,9328.571,,movie_info,321.0,40.0,29098.0,49.0
Seq Scan,info_type,1,1,,./JOB-queries/13d.sql,0.0,2.41,0.014,0.017,,,,,,
Hash,,1,1,,./JOB-queries/13d.sql,2.41,2.41,0.019,0.02,info_type,,1.0,,1.0,
Hash Join,,92,223458,8.0,./JOB-queries/13d.sql,8.73,19692.15,1375.862,9391.187,,,10434.0,1.0,1438832.0,1.0
Aggregate,,1,1,,./JOB-queries/13d.sql,19692.84,19692.85,9636.345,9636.349,,,92.0,,223458.0,
Gather,,2,3,,./JOB-queries/13d.sql,20692.84,20693.05,9639.846,9641.059,,,1.0,,1.0,
Aggregate,,1,1,,./JOB-queries/13d.sql,20693.07,20693.08,9640.266,9641.07,,,2.0,,3.0,
Seq Scan,keyword,1,1,,./JOB-queries/2a.sql,0.0,2626.12,1.607,12.945,,,,,,
Bitmap Index Scan,,303,41840,,./JOB-queries/2a.sql,0.0,6.71,3.661,3.661,,,,,,
Bitmap Heap Scan,movie_keyword,303,41840,,./JOB-queries/2a.sql,6.78,1117.89,4.685,1169.885,,,303.0,,41840.0,
Nested Loop,,34,41840,1.0,./JOB-queries/2a.sql,6.78,3747.04,6.294,1185.03,keyword,movie_keyword,1.0,303.0,1.0,41840.0
Index Scan,movie_companies,5,4,,./JOB-queries/2a.sql,0.43,0.54,0.025,0.036,,,,,,
Nested Loop,,167,148552,2.0,./JOB-queries/2a.sql,7.21,3767.05,6.541,2705.395,,movie_companies,34.0,5.0,41840.0,4.0
Index Scan,company_name,1,0,,./JOB-queries/2a.sql,0.42,0.45,0.002,0.002,,,,,,
Nested Loop,,7,7834,3.0,./JOB-queries/2a.sql,7.63,3841.53,10.898,2953.099,,company_name,167.0,1.0,148552.0,0.0
Index Scan,title,1,1,,./JOB-queries/2a.sql,0.43,0.49,0.07,0.07,,,,,,
Nested Loop,,7,7834,4.0,./JOB-queries/2a.sql,8.06,3845.03,11.123,3500.618,,title,7.0,1.0,7834.0,1.0
Aggregate,,1,1,,./JOB-queries/2a.sql,3845.04,3845.05,3505.412,3505.413,,,7.0,,7834.0,
Seq Scan,keyword,1,1,,./JOB-queries/32b.sql,0.0,2626.12,0.892,8.53,,,,,,
Bitmap Index Scan,,303,41840,,./JOB-queries/32b.sql,0.0,6.71,1.363,1.363,,,,,,
Bitmap Heap Scan,movie_keyword,303,41840,,./JOB-queries/32b.sql,6.78,1117.89,2.549,1448.127,,,303.0,,41840.0,
Nested Loop,,34,41840,1.0,./JOB-queries/32b.sql,6.78,3747.04,3.442,1458.961,keyword,movie_keyword,1.0,303.0,1.0,41840.0
Index Scan,movie_link,5,0,,./JOB-queries/32b.sql,0.29,0.38,0.001,0.001,,,,,,
Nested Loop,,10,4388,2.0,./JOB-queries/32b.sql,7.07,3761.5,4.322,1486.697,,movie_link,34.0,5.0,41840.0,0.0
Seq Scan,link_type,18,17,,./JOB-queries/32b.sql,0.0,1.18,0.002,0.01,,,,,,
Materialize,,18,8,,./JOB-queries/32b.sql,0.0,1.27,0.0,0.0,link_type,,18.0,,17.0,
Nested Loop,,10,4388,3.0,./JOB-queries/32b.sql,7.07,3765.18,4.328,1489.663,,,10.0,18.0,4388.0,8.0
Index Scan,title,1,1,,./JOB-queries/32b.sql,0.43,0.49,0.031,0.031,,,,,,
Nested Loop,,10,4387,4.0,./JOB-queries/32b.sql,7.5,3770.05,4.793,1624.912,,title,10.0,1.0,4388.0,1.0
Index Scan,title,1,1,,./JOB-queries/32b.sql,0.43,4.47,11.579,11.579,,,,,,
Nested Loop,,10,4387,5.0,./JOB-queries/32b.sql,7.93,3814.77,5.909,52421.768,,title,10.0,1.0,4387.0,1.0
Aggregate,,1,1,,./JOB-queries/32b.sql,3814.84,3814.85,52460.839,52460.841,,,10.0,,4387.0,
Seq Scan,company_name,1,0,,./JOB-queries/24b.sql,0.0,5068.5,23.11,23.114,,,,,,
Index Scan,movie_companies,133,99,,./JOB-queries/24b.sql,0.43,356.81,0.755,10.877,,,,,,
Nested Loop,,6,50,1.0,./JOB-queries/24b.sql,0.43,5426.64,23.488,28.558,company_name,movie_companies,1.0,133.0,0.0,99.0
Index Scan,title,1,0,,./JOB-queries/24b.sql,0.43,1.62,0.25,0.25,,,,,,
Nested Loop,,1,2,2.0,./JOB-queries/24b.sql,0.86,5436.45,26.991,40.936,,title,6.0,1.0,50.0,0.0
Index Scan,movie_keyword,47,21,,./JOB-queries/24b.sql,0.43,2.39,0.569,0.571,,,,,,
Nested Loop,,1,42,3.0,./JOB-queries/24b.sql,1.29,5439.43,27.447,42.086,,movie_keyword,1.0,47.0,2.0,21.0
Index Scan,keyword,1,0,,./JOB-queries/24b.sql,0.42,1.47,0.214,0.214,,,,,,
Memoize,,1,0,,./JOB-queries/24b.sql,0.43,1.48,0.152,0.152,keyword,,1.0,,0.0,
Nested Loop,,1,3,4.0,./JOB-queries/24b.sql,1.72,5440.92,28.245,48.421,,,1.0,1.0,42.0,0.0
Gather,,1,6,,./JOB-queries/24b.sql,1001.72,6441.02,16.162,56.544,,,1.0,,3.0,
Index Scan,cast_info,1,18,,./JOB-queries/24b.sql,0.44,29.22,1.76,11.925,,,,,,
Nested Loop,,1,108,5.0,./JOB-queries/24b.sql,1002.16,6470.25,48.713,128.109,,cast_info,1.0,1.0,6.0,18.0
Index Scan,name,1,0,,./JOB-queries/24b.sql,0.43,1.86,0.405,0.405,,,,,,
Nested Loop,,1,5,6.0,./JOB-queries/24b.sql,1002.59,6472.11,83.922,171.903,,name,1.0,1.0,108.0,0.0
Index Scan,char_name,1,1,,./JOB-queries/24b.sql,0.43,1.75,0.278,0.278,,,,,,
Nested Loop,,1,5,7.0,./JOB-queries/24b.sql,1003.02,6473.86,85.307,173.297,,char_name,1.0,1.0,5.0,1.0
Index Scan,role_type,1,1,,./JOB-queries/24b.sql,0.14,0.16,0.001,0.001,,,,,,
Nested Loop,,1,5,8.0,./JOB-queries/24b.sql,1003.16,6474.03,85.312,173.306,,role_type,1.0,1.0,5.0,1.0
Index Only Scan,aka_name,2,5,,./JOB-queries/24b.sql,0.42,0.99,0.107,0.107,,,,,,
Nested Loop,,1,25,9.0,./JOB-queries/24b.sql,1003.58,6475.05,85.843,173.848,,aka_name,1.0,2.0,5.0,5.0
Index Scan,movie_info,1,2,,./JOB-queries/24b.sql,0.43,26.43,0.08,0.287,,,,,,
Nested Loop,,1,45,10.0,./JOB-queries/24b.sql,1004.02,6501.49,87.81,181.025,,movie_info,1.0,1.0,25.0,2.0
Index Scan,info_type,1,1,,./JOB-queries/24b.sql,0.14,0.16,0.001,0.001,,,,,,
Nested Loop,,1,45,11.0,./JOB-queries/24b.sql,1004.16,6501.67,87.82,181.063,,info_type,1.0,1.0,45.0,1.0
Aggregate,,1,1,,./JOB-queries/24b.sql,6501.68,6501.69,181.06,181.091,,,1.0,,45.0,
Seq Scan,info_type,1,1,,./JOB-queries/28a.sql,0.0,2.41,0.003,0.008,,,,,,
Seq Scan,comp_cast_type,1,1,,./JOB-queries/28a.sql,0.0,1.05,0.001,0.014,,,,,,
Seq Scan,kind_type,2,2,,./JOB-queries/28a.sql,0.0,1.09,0.001,0.003,,,,,,
Seq Scan,info_type,1,1,,./JOB-queries/28a.sql,0.0,2.41,0.004,0.005,,,,,,
Seq Scan,keyword,4,3,,./JOB-queries/28a.sql,0.0,2961.55,0.867,14.233,,,,,,
Bitmap Index Scan,,303,12364,,./JOB-queries/28a.sql,0.0,6.71,2.067,2.067,,,,,,
Bitmap Heap Scan,movie_keyword,303,12364,,./JOB-queries/28a.sql,6.78,1096.87,3.03,927.709,,,303.0,,12364.0,
Nested Loop,,135,37091,1.0,./JOB-queries/28a.sql,6.78,7361.15,3.435,2800.031,keyword,movie_keyword,4.0,303.0,3.0,12364.0
Index Scan,movie_info_idx,3,3,,./JOB-queries/28a.sql,0.43,0.5,0.028,0.029,,,,,,
Nested Loop,,396,93893,2.0,./JOB-queries/28a.sql,7.21,7432.29,4.554,3878.053,,movie_info_idx,135.0,3.0,37091.0,3.0
Nested Loop,,4,31800,3.0,./JOB-queries/28a.sql,7.21,7439.66,4.561,3882.328,info_type,,1.0,396.0,1.0,93893.0
Index Scan,title,1,0,,./JOB-queries/28a.sql,0.43,0.49,0.142,0.142,,,,,,
